iter	RMSE
272	3.241330991
273	3.237547863
274	3.232097154
275	3.225913356
276	3.222706035
277	3.221393644
278	3.217590625
279	3.212389489
280	3.208919418
281	3.207011664
282	3.204645594
283	3.201504919
284	3.195563776
285	3.194306721
286	3.191946305
287	3.188221669
288	3.185778885
289	3.181470592
290	3.178939573
291	3.176180135
292	3.175264875
293	3.173009148
294	3.166452843
295	3.164313106
296	3.160876488
297	3.156789275
298	3.151244167
299	3.149663784
300	3.145212384
301	3.142946426
302	3.141142115
303	3.138760036
304	3.136873102
305	3.133143921
306	3.126903955
307	3.125042493
308	3.122482136
309	3.120071246
310	3.117273413
311	3.114065826
312	3.112205903
313	3.110291068
314	3.106031775
315	3.102905617
316	3.099073291
317	3.095524231
318	3.093253878
319	3.092677344
320	3.08879018
321	3.086800054
322	3.085734813
323	3.081966742
324	3.079751832
325	3.075675955
326	3.073649351
327	3.06897158
328	3.067454495
329	3.064373908
330	3.061851861
331	3.057310463
332	3.055086411
333	3.05272459
334	3.050921241
335	3.050650774
336	3.04677498
337	3.043988684
338	3.040848323
339	3.037698626
340	3.034711635
341	3.031957605
342	3.029232959
343	3.026575838
344	3.02529786
345	3.022850249
346	3.019742781
347	3.016570748
348	3.016390163
349	3.012693832
350	3.009967955
351	3.007419692
352	3.00623103
353	3.005085195
354	3.004148497
355	3.001668306
356	3.000975548
357	2.998507486
358	2.996666659
359	2.994307976
360	2.992250021
361	2.988422167
362	2.988215964
363	2.986041255
364	2.984011718
365	2.983050389
366	2.978387566
367	2.978197141
368	2.976165915
369	2.974912967
370	2.974084213
371	2.972262831
372	2.969938591
373	2.968052163
374	2.96788725
375	2.964966983
376	2.964555325
377	2.960663137
378	2.957766345
379	2.955162403
380	2.95240605
381	2.950576133
382	2.948326158
383	2.946438599
384	2.945805148
385	2.942772478
386	2.939116798
387	2.934998732
388	2.933037065
389	2.931088378
390	2.928672666
391	2.925197808
392	2.922419016
393	2.9219763
394	2.918138835
395	2.916970387
396	2.915093484
397	2.912674557
398	2.911197155
399	2.90897448
400	2.907058855
401	2.904991842
402	2.902708374
403	2.89902995
404	2.897179544
405	2.893874634
406	2.892515686
407	2.891088792
408	2.888114355
409	2.887066848
410	2.886278005
411	2.884892063
412	2.882765812
413	2.879655122
414	2.878255221
415	2.875507573
416	2.872747037
417	2.870670835
418	2.867953713
419	2.866270519
420	2.864419088
421	2.862595708
422	2.861162913
423	2.860154329
424	2.859504469
425	2.858203261
426	2.85526268
427	2.854653847
428	2.85336459
429	2.850766929
430	2.84917555
431	2.84688915
432	2.845593356
433	2.843718798
434	2.84355268
435	2.843171977
436	2.840827831
437	2.838983652
438	2.837092124
439	2.834541994
440	2.831769002
441	2.830976912
442	2.830892101
443	2.828540156
444	2.827385897
445	2.827327298
446	2.825682508
447	2.825590416
448	2.823779904
449	2.821986208
450	2.820171763
451	2.817258992
452	2.814677035
453	2.813218224
454	2.811913459
455	2.809866115
456	2.80829519
457	2.806633209
458	2.806425886
459	2.802801113
460	2.800804378
461	2.800023276
462	2.798703638
463	2.796551751
464	2.793117054
465	2.791611961
466	2.790530632
467	2.788458632
468	2.788243038
469	2.78682937
470	2.78528128
471	2.784453543
472	2.782576611
473	2.781428411
474	2.780139474
475	2.778838134
476	2.776435676
477	2.776033534
478	2.773643205
479	2.772045388
480	2.768869277
481	2.768817584
482	2.768746531
483	2.76733652
484	2.767263941
485	2.765572495
486	2.764974778
487	2.763365015
488	2.762311655
489	2.760672069
490	2.759133273
491	2.757804927
492	2.755982974
493	2.753981604
494	2.75269938
495	2.751337404
496	2.751259394
497	2.750908004
498	2.747492883
499	2.745875334
500	2.744406724
501	2.743235666
502	2.742735656
503	2.741003646
504	2.739938467
505	2.73880338
506	2.737756305
507	2.735408602
508	2.734123243
509	2.732740178
510	2.731669974
511	2.731257798
512	2.730887634
513	2.730270576
514	2.728415183
515	2.726066928
516	2.724639148
517	2.723356605
518	2.721727526
519	2.720777528
520	2.719564317
521	2.71743384
522	2.715511972
523	2.714898387
524	2.712718075
525	2.712203317
526	2.710862893
527	2.709341926
528	2.706965221
529	2.706906934
530	2.706737222
531	2.704842324
532	2.704776135
533	2.703222108
534	2.701366564
535	2.700035382
536	2.697441487
537	2.6971783
538	2.695490371
539	2.692676826
540	2.692611061
541	2.691717839
542	2.689324334
543	2.687673298
544	2.686763526
545	2.686695494
546	2.68541416
547	2.682928776
548	2.680441509
549	2.678120054
550	2.676442789
551	2.675995422
552	2.674712206
553	2.674300873
554	2.672674932
555	2.670892725
556	2.66951229
557	2.667623089
558	2.664945572
559	2.663504748
560	2.661971678
561	2.661923237
562	2.661445382
563	2.660109663
564	2.658712742
565	2.658660202
566	2.656464803
567	2.655348213
568	2.654126878
569	2.652026768
570	2.650550116
571	2.649859534
572	2.648358098
573	2.647629619
574	2.646067035
575	2.644955632
576	2.643633245
577	2.643584713
578	2.641909187
579	2.640376832
580	2.639174664
581	2.637062214
582	2.636102223
583	2.635302852
584	2.634339911
585	2.633347668
586	2.632249907
587	2.631857376
588	2.629972456
589	2.628305644
590	2.627405266
591	2.626218629
592	2.624251604
593	2.622412403
594	2.620834971
595	2.619912645
596	2.618671565
597	2.618114596
598	2.615979863
599	2.615013746
600	2.613648102
601	2.613359479
602	2.612447744
603	2.610696674
604	2.610639252
605	2.608757058
606	2.606934826
607	2.606455681
608	2.606403894
609	2.605665159
610	2.604879692
611	2.603035808
612	2.602093647
613	2.60143403
614	2.600104559
615	2.597645005
616	2.59606201
617	2.595311485
618	2.594634702
619	2.594475174
620	2.593432271
621	2.592142601
622	2.590013387
623	2.589787021
624	2.588079586
625	2.586953991
626	2.586321991
627	2.585749814
628	2.584605725
629	2.582774304
630	2.581908647
631	2.581010208
632	2.580960513
633	2.580312481
634	2.579673273
635	2.578735179
636	2.577551442
637	2.576081984
638	2.574974029
639	2.574169323
640	2.572990016
641	2.57154341
642	2.571232003
643	2.570391036
644	2.569333272
645	2.568169574
646	2.567702975
647	2.56616082
648	2.56484358
649	2.563211859
650	2.562115871
651	2.560819596
652	2.560263206
653	2.558659889
654	2.55818949
655	2.557796767
656	2.556368772
657	2.556286458
658	2.554922103
659	2.553779926
660	2.551949108
661	2.549759261
662	2.548328269
663	2.547600253
664	2.547336357
665	2.5472923
666	2.545790358
667	2.544997147
668	2.544303505
669	2.544202958
670	2.542737696
671	2.541284031
672	2.541243568
673	2.5412027
674	2.540409439
675	2.53887607
676	2.535970885
677	2.53520292
678	2.535167164
679	2.533256645
680	2.531972741
681	2.530439435
682	2.529045561
683	2.528416092
684	2.527054018
685	2.526192858
686	2.525275192
687	2.524342107
688	2.523758187
689	2.522829697
690	2.521339558
691	2.519936537
692	2.519562681
693	2.518759267
694	2.517640027
695	2.515862657
696	2.514555701
697	2.513743126
698	2.51370793
699	2.512408342
700	2.511353975
701	2.50990873
702	2.509073041
703	2.508275634
704	2.507525811
705	2.506016822
706	2.504787635
707	2.503711058
708	2.502723345
709	2.501719027
710	2.501034575
711	2.499876435
712	2.499167267
713	2.497942328
714	2.496711771
715	2.496300292
716	2.495476233
717	2.495141496
718	2.494280134
719	2.493058827
720	2.491646046
721	2.49038364
722	2.488774143
723	2.487370025
724	2.486708685
725	2.485851847
726	2.485656766
727	2.483639203
728	2.483601536
729	2.483275093
730	2.482076547
731	2.480998719
732	2.479710712
733	2.478785254
734	2.477453996
735	2.4765178
736	2.476483738
737	2.475724176
738	2.474412707
739	2.473665779
740	2.473029343
741	2.472728732
742	2.471938093
743	2.470938923
744	2.470652995
745	2.469953351
746	2.469352507
747	2.468063201
748	2.468024589
749	2.467989297
750	2.466711585
751	2.465421566
752	2.464826743
753	2.464085303
754	2.46312282
755	2.461545266
756	2.46104049
757	2.460093006
758	2.459198683
759	2.45708768
760	2.455826868
761	2.455792893
762	2.455615724
763	2.455242706
764	2.454424838
765	2.45373088
766	2.452826685
767	2.452792672
768	2.451565564
769	2.450740987
770	2.449565383
771	2.447913075
772	2.447695362
773	2.44654731
774	2.445638844
775	2.444389041
776	2.444216361
777	2.443465365
778	2.442471676
779	2.441538237
780	2.440859692
781	2.439583031
782	2.438585934
783	2.438180304
784	2.437342392
785	2.43620774
786	2.435960352
787	2.434906377
788	2.434752508
789	2.433855554
790	2.43336268
791	2.432207152
792	2.431474104
793	2.431443092
794	2.429752822
795	2.428632228
796	2.427415454
797	2.426332485
798	2.426305598
799	2.426279436
800	2.425556173
801	2.423835188
802	2.423240985
803	2.421996548
804	2.421110324
805	2.419788033
806	2.418672299
807	2.418066727
808	2.417356095
809	2.416742964
810	2.416578645
811	2.41631655
812	2.415874649
813	2.415044346
814	2.41442459
815	2.413917253
816	2.412651211
817	2.412623309
818	2.411517515
819	2.41031139
820	2.409700483
821	2.409672202
822	2.40917923
823	2.408544817
824	2.407640987
825	2.406852636
826	2.405853491
827	2.403777832
828	2.403319807
829	2.402678507
830	2.401723227
831	2.400835228
832	2.400421101
833	2.399809122
834	2.398969898
835	2.398923129
836	2.397661821
837	2.397059451
838	2.396319556
839	2.3958221
840	2.39462086
841	2.393134491
842	2.392729565
843	2.391302589
844	2.390184148
845	2.38886464
846	2.387723468
847	2.387079475
848	2.386460484
849	2.385664983
850	2.384917192
851	2.384434221
852	2.383468784
853	2.382989305
854	2.382522302
855	2.381308833
856	2.381083003
857	2.380030339
858	2.378701998
859	2.378468431
860	2.378015698
861	2.376932113
862	2.376162558
863	2.375847644
864	2.374812997
865	2.373957992
866	2.372936479
867	2.372405308
868	2.372376313
869	2.371574524
870	2.370617967
871	2.370066247
872	2.369485837
873	2.367958599
874	2.367485483
875	2.366322413
876	2.365220856
877	2.364432631
878	2.36359271
879	2.36262696
880	2.361901882
881	2.360720337
882	2.359611518
883	2.359413041
884	2.359328113
885	2.358501677
886	2.35802404
887	2.357500152
888	2.357347324
889	2.356791831
890	2.356157111
891	2.35536508
892	2.355268471
893	2.354401518
894	2.353573438
895	2.352681046
896	2.35245867
897	2.352024406
898	2.351056222
899	2.350505574
900	2.350479312
901	2.350291663
902	2.349807263
903	2.348952118
904	2.34825009
905	2.347169577
906	2.346034063
907	2.345254207
908	2.344387816
909	2.344210481
910	2.343365342
911	2.342257731
912	2.341373719
913	2.340911746
914	2.340305936
915	2.340280359
916	2.339426029
917	2.33889649
918	2.337851943
919	2.336993845
920	2.336028459
921	2.334885359
922	2.334150451
923	2.33362802
924	2.332899712
925	2.332423913
926	2.33215091
927	2.331360062
928	2.331061226
929	2.330579313
930	2.329367469
931	2.329089484
932	2.328826346
933	2.327978168
934	2.327033428
935	2.326152665
936	2.325621432
937	2.325280253
938	2.324877432
939	2.324448675
940	2.323989351
941	2.323522885
942	2.323402072
943	2.3226068
944	2.322144129
945	2.321544393
946	2.320540846
947	2.31998834
948	2.319316765
949	2.318342915
950	2.317861273
951	2.317026582
952	2.316069318
953	2.315887709
954	2.315095368
955	2.314545223
956	2.313456004
957	2.31285738
958	2.312322126
959	2.311451173
960	2.311077258
961	2.310264019
962	2.309364505
963	2.308557188
964	2.308397452
965	2.308014644
966	2.307353787
967	2.306691276
968	2.305831095
969	2.305569433
970	2.304814229
971	2.304787109
972	2.304287697
973	2.30415646
974	2.302952116
975	2.302309486
976	2.301441399
977	2.301163667
978	2.300890519
979	2.300036022
980	2.299116395
981	2.29892305
982	2.297952153
983	2.2973418
984	2.296441483
985	2.29630445
986	2.295256218
987	2.295136426
988	2.294953322
989	2.294564629
990	2.294146211
991	2.293590586
992	2.293358601
993	2.29270803
994	2.292413922
995	2.292315436
996	2.291299378
997	2.290326212
998	2.289457168
999	2.289278679
